title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Program Replacement for Better Throughput";"B. Walke";"Research Institute, AEG-Telefunken";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"32";"Throughput|Operating systems|Time sharing computer systems|Application software|Large-scale systems|Computer applications|Algorithm design and analysis|Queueing analysis|US Government|Processor scheduling";"";"queueing network|Main memory allocation|program replacement|scientific computer application|storage hierarchy|throughput optimization";"queueing network|Main memory allocation|program replacement|scientific computer application|storage hierarchy|throughput optimization";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702462";"TOSE"
"The Evolution of Programs: Automatic Program Modification";"N. Dershowitz|Z. Manna";"Stanford Artificial Intelligence Laboratory, Department of Computer Science, Stanford University|Stanford Artificial Intelligence Laboratory, Department of Computer Science, Stanford University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"16";"48";"Debugging|Concrete|Programming profession|Recycling|Automatic programming|Contracts|Computer languages|Mathematics|Artificial intelligence|Computer science";"";"transformations|Program debugging|program modification|program schemata";"transformations|Program debugging|program modification|program schemata";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702469";"TOSE"
"On Partitioning Program Graphs";"M.R. Paige";"The Analytic Sciences Corporation (TASC)";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"22";"64";"Graph theory|Programming profession|Application software|Open loop systems|Computer science|Logic testing|Software testing|System testing";"";"segments|Classes|DD-paths|directed graph|intervals|level-i paths|partitioning|program graph";"segments|Classes|DD-paths|directed graph|intervals|level-i paths|partitioning|program graph";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702470";"TOSE"
"Model, Design, and Evaluation of a Compiler for a Parallel Processing Environment";"J.-L. Baer|C.S. Ellis";"Department of Computer Science, University of Washington|Department of Computer Science, University of Washington";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"23";"82";"Parallel processing|Computational modeling|Pipelines|Petri nets|Design methodology|Computer architecture|High level languages|Proposals|Production|Springs";"";"Petri Nets|Design methodology|measurements and simulation|parallel compilation|parallel processing";"Petri Nets|Design methodology|measurements and simulation|parallel compilation|parallel processing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702471";"TOSE"
"An Argument in Favor of Mechanized Software Production";"G.-C. Roman";"Department of Computer Science, Washington University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"32";"Production|Productivity|Standardization|Programming environments|Documentation|Computer science|Humans|Control systems|Software engineering|Programming profession";"";"standardization|Control structure|mechanization|methodology|productivity|programming environment|program structure|transformational components";"standardization|Control structure|mechanization|methodology|productivity|programming environment|program structure|transformational components";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702472";"TOSE"
"The Definition Mechanism for Standard PL/I";"M. Marcotty|F.G. Sayward";"Computer Science Department, General Motors Research Laboratories|Computer Science Department, General Motors Research Laboratories";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"2";"43";"Computer languages|Standardization|Computer science|Computer aided manufacturing|ANSI standards|Context modeling|Dictionaries|Aspirin|Drugs|Terminology";"";"standardization|Abstract machine|formal definition|operational semantics|PL/I|programming language";"standardization|Abstract machine|formal definition|operational semantics|PL/I|programming language";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702473";"TOSE"
"Analysis of the Multiple-Attribute-Tree Data-Base Organization";"R.L. Kashyap|S.K.C. Subas|S.B. Yao";"School of Electrical Engineering, Purdue University|School of Electrical Engineering, Purdue University|School of Electrical Engineering, Purdue University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"14";"132";"Information retrieval|Statistics|Computational modeling|Statistical analysis|Equations|Discrete cosine transforms|Computational efficiency|Costs|Military computing|Physics";"";"query statistics|Average retrieval time per query|data-base organization|data base performance|directory search time|multiple attribute tree|secondary index organization";"query statistics|Average retrieval time per query|data-base organization|data base performance|directory search time|multiple attribute tree|secondary index organization";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702474";"TOSE"
"A Parallel Processor Operating System Comparison";"G.J. Nutt";"Department of Computer Science, University of Colorado";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"29";"167";"Operating systems|Concurrent computing|Computer architecture|Availability|Process control|Decoding|Parallel processing|Resource management|Processor scheduling|Computer science";"";"simulation|Array processors|associative processors|operating systems comparison|parallel processors|performance evaluation";"simulation|Array processors|associative processors|operating systems comparison|parallel processors|performance evaluation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702475";"TOSE"
"A Contrast Between Language Level Measures";"R.R. Oldehoeft";"Department of Mathematics, Arizona State University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"17";"Computer languages|Problem-solving|Data structures|Frequency measurement|Software systems|Software measurement|Software algorithms|Mathematics|Natural languages";"";"software science|Language level|problem solving systems";"software science|Language level|problem solving systems";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702476";"TOSE"
"Computing with Impure Numbers: Automatic Consistency Checking and Units Conversion Using Computer Algebra";"D.R. Stoutemyer";"Department of Electrical Engineering, University of Hawaii";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"27";"Algebra|Physics computing|Computer languages|Computer errors|Temperature|Research and development|Proposals|Pattern matching|Colon|Acceleration";"";"units conversion|Dimensional homogeneity|MACSYMA|programming language design|symbolic algebraic manipulation|units consistency";"units conversion|Dimensional homogeneity|MACSYMA|programming language design|symbolic algebraic manipulation|units consistency";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702477";"TOSE"
"Toward a mathematical foundation of software engineering methods";"M. Broy";"Inst. fur Inf., Tech. Univ. Munchen, Germany";"IEEE Transactions on Software Engineering";"2001";"Journals & Magazine";"11";"273";"Software engineering|Object oriented modeling|Software systems|Power engineering and energy|Mathematical model|Application software|Power system modeling|Systems engineering and theory|Unified modeling language|Specification languages";"computer aided software engineering|software engineering";"CASE|mathematical foundation|software engineering methods|modeling tasks|software requirements|software architecture|software components|text description|graphical description";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=895987";"TOSE"
"The generic consensus service";"R. Guerraoui|A. Schiper";"Dept. de Syst. de Commun., Ecole Polytech. Federale de Lausanne, Switzerland|Dept. de Syst. de Commun., Ecole Polytech. Federale de Lausanne, Switzerland";"IEEE Transactions on Software Engineering";"2001";"Journals & Magazine";"45";"188";"Multicast protocols|Fault tolerance|Access protocols|Broadcasting|Filters|File servers|Fault tolerant systems|Resilience|Modular construction|Safety";"computer network reliability|protocols|client-server systems|multicast communication";"safety properties|generic consensus service|fault-tolerant agreement protocols|client-server interaction|generic consensus filter|nonblocking atomic commitment|group membership|view synchronous communication|total order multicast|liveness";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=895986";"TOSE"
"Toward reference models for requirements traceability";"B. Ramesh|M. Jarke";"Dept. of Comput. Inf. Syst., Georgia State Univ., Atlanta, GA, USA|Dept. of Comput. Inf. Syst., Georgia State Univ., Atlanta, GA, USA";"IEEE Transactions on Software Engineering";"2001";"Journals & Magazine";"327";"3192";"Costs|Mathematical model|Engineering management|Programming|Design engineering|Prototypes|Computer science|Best practices|Standards organizations";"software engineering|systems analysis";"requirements engineering|reference models|requirements traceability|stakeholder requirements|system development process|software development organizations|case study|traceability link types";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=895989";"TOSE"
"Does code decay? Assessing the evidence from change management data";"S.G. Eick|T.L. Graves|A.F. Karr|J.S. Marron|A. Mockus";"Lucent Technol. Bell Labs., Naperville, IL, USA|Lucent Technol. Bell Labs., Naperville, IL, USA|Lucent Technol. Bell Labs., Naperville, IL, USA|Lucent Technol. Bell Labs., Naperville, IL, USA|Lucent Technol. Bell Labs., Naperville, IL, USA";"IEEE Transactions on Software Engineering";"2001";"Journals & Magazine";"236";"2232";"Software maintenance|Software systems|Hardware|Telephony|History|Statistical analysis|Computer Society|Software measurement|Switching systems|Operating systems";"statistical analysis|software maintenance|software metrics|management of change";"statistical analysis|code decay|change management data|large software systems evolution|software measurements|risk factors|data set|telephone switching system|perfective maintenance|software maintenance";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=895984";"TOSE"
