title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Five years of product line engineering in a small company";"M. Verlage|T. Kiesgen";"MARKET MAKER Software AG, Kaiserslautern, Germany|MARKET MAKER Software AG, Kaiserslautern, Germany";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"3";"81";"Stock markets|Application software|Engineering management|Software engineering|Project management|Permission|Databases|Data engineering|Financial management|Software development management";"product development|software engineering|stock markets|financial data processing|Internet|project management|small-to-medium enterprises";"SME|product line engineering|stock market data software|financial market news software|World Wide Web|project management";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553599";"ICSE"
"Introducing the PuLSE approach to an embedded system population at Testo AG";"K. Schmid|I. John|R. Kolb|G. Meier";"Fraunhofer IESE, Kaiserslautern, Germany|Fraunhofer IESE, Kaiserslautern, Germany|Fraunhofer IESE, Kaiserslautern, Germany|Fraunhofer IESE, Kaiserslautern, Germany";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"2";"108";"Embedded system|System testing|Software testing|Software engineering|Pulse measurements|Software reusability|Technology transfer|Software systems|Permission|Software development management";"software reusability|embedded systems|technology transfer|software development management";"product line introduction|PuLSE approach|embedded system population|Testo AG|product line engineering|software engineering|technology transfer|systematic software reuse|software product line";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553600";"ICSE"
"Requirements uncertainty: influencing factors and concrete improvements";"C. Ebert|J. De Man";"Alcatel, Paris, France|Alcatel, Paris, France";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"15";"320";"Uncertainty|Concrete|Project management|Engineering management|Delay|Permission|Monitoring|Cement industry|Computer industry|Business";"project management|systems analysis|product life cycle management";"process improvement|requirements uncertainty|software project|requirements engineering|product management|product life cycle";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553601";"ICSE"
"Developing use cases and scenarios in the requirements process";"N. Maiden|S. Robertson";"City Univ., London, UK|City Univ., London, UK";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"3";"315";"Computer aided software engineering|Prototypes|Guidelines|Permission|Information analysis|Human factors|Software tools|Concrete|Concurrent engineering|Time factors";"air traffic|systems analysis|traffic engineering computing";"UK National Air Traffic Services|use case development|scenario development|requirements discovery|air traffic management system";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553602";"ICSE"
"Observations and lessons learned from automated testing";"S. Berner|R. Weber|R.K. Keller";"Zuhlke Eng. AG, Zurich-Schlieren, Switzerland|Zuhlke Eng. AG, Zurich-Schlieren, Switzerland|Zuhlke Eng. AG, Zurich-Schlieren, Switzerland";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"19";"523";"Automatic testing|Software testing|Automation|Engineering management|Project management|Asset management|Hardware|Best practices|Software engineering|Quality management";"program testing";"software testing|automated testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553603";"ICSE"
"Static analysis tools as early indicators of pre-release defect density";"N. Nagappan|T. Ball";"Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA|Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"18";"275";"Reliability|Programming|Software tools|Software engineering|Software testing|Delay estimation|Computer science|State estimation|Fault diagnosis|Debugging";"object-oriented programming|program diagnostics|program testing";"discriminant analysis|static analysis tools|software development|software components|Windows Server 2003";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553604";"ICSE"
"Validation methods for calibrating software effort models";"T. Menzies|D. Port| Zhihao Chen|J. Hihn";"Dept. of Comput. Sci., Portland State Univ., OR, USA|Dept. of Comput. Sci., Portland State Univ., OR, USA|Dept. of Comput. Sci., Portland State Univ., OR, USA|Dept. of Comput. Sci., Portland State Univ., OR, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"8";"264";"Calibration|Computer industry|Computer science|Propulsion|Laboratories|Aerospace industry|State estimation|Regression analysis|Yield estimation|Costs";"software cost estimation|program verification";"hypothesis testing|software effort estimation model calibration|COCONUT|Cocomo I model|PRED";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553605";"ICSE"
"A case study on the automated verification of groupware protocols";"M.H. ter Beek|M. Massink|D. Latella|S. Gnesi|A. Forghieri|M. Sebastianis";"ISTI-CNR, Pisa, Italy|ISTI-CNR, Pisa, Italy|ISTI-CNR, Pisa, Italy|ISTI-CNR, Pisa, Italy|ISTI-CNR, Pisa, Italy|ISTI-CNR, Pisa, Italy";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"1";"28";"Collaborative software|Collaborative work|Protocols|Software tools|Research and development management|Software development management|Dispersion|Application software|Computer aided manufacturing|Product development";"formal verification|groupware";"formal methods|automated verification|groupware protocols|formal modelling|formal verification|publish-subscribe notification service|thinkteam";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553606";"ICSE"
"Deciding what to design: closing a gap in software engineering education";"M. Shaw|J. Herbsleb|I. Ozkaya";"Int. Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Int. Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Int. Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"8";"87";"Software engineering|Application software|Programming|Control engineering education|Communication system software|Embedded software|Communication system control|Control systems|Business communication|Context";"educational courses|computer science education|software engineering";"software development skills|software engineering education|software designers";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553609";"ICSE"
"How to teach software modeling";"T. Tamai";"Graduate Sch. of Arts & Sci., Tokyo Univ., Japan";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"1";"47";"Software engineering|Computer science education|Software design|Educational products|Software quality|Art|Information science|Unified modeling language|Production|Programming";"formal specification|computer science education";"software engineering education|software modeling";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553610";"ICSE"
"Software test program: a software residency experience";"A. Sampaio|C. Albuquerque|J. Vasconcelos|L. Cruz|L. Figueiredo|S. Cavalcante";"Center for Informatics, Fed. Univ. of Pernambuco, Recife, Brazil|Center for Informatics, Fed. Univ. of Pernambuco, Recife, Brazil|Center for Informatics, Fed. Univ. of Pernambuco, Recife, Brazil|Center for Informatics, Fed. Univ. of Pernambuco, Recife, Brazil|Center for Informatics, Fed. Univ. of Pernambuco, Recife, Brazil|Center for Informatics, Fed. Univ. of Pernambuco, Recife, Brazil";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"6";"71";"Software testing|Programming|Computer science education|Systems engineering education|Industrial training|Biomedical informatics|Information science|Information systems|Human factors|Software engineering";"program testing|computer science education|software engineering";"software engineering|software test program|software residency|Motorola|medical residency|software development";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553611";"ICSE"
"Enriching software engineering courses with service-learning projects and the open-source approach";" Chang Liu";"Sch. of Electr. Eng. & Comput. Sci., Ohio Univ., Athens, OH, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"2";"67";"Software engineering|Open source software|Educational programs|Computer science education|Computer science|Project management|Information science|Computer industry|Costs|Bifurcation";"public domain software|computer science education|software engineering";"cross-team educational software|software engineering|service-learning projects|open-source approach|real-world software engineers|GROw";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553612";"ICSE"
"Do students recognize ambiguity in software design? A multi-national, multi-institutional report";"K. Blaha|A. Monge|D. Sanders|B. Simon|T. VanDeGrift";"Comput. Sci. & Comput. Eng., Pacific Lutheran Univ., Tacoma, WA, USA|Comput. Sci. & Comput. Eng., Pacific Lutheran Univ., Tacoma, WA, USA|Comput. Sci. & Comput. Eng., Pacific Lutheran Univ., Tacoma, WA, USA|Comput. Sci. & Comput. Eng., Pacific Lutheran Univ., Tacoma, WA, USA|Comput. Sci. & Comput. Eng., Pacific Lutheran Univ., Tacoma, WA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"1";"33";"Software design|Computer science|Computer science education|Process design|Design engineering|Information systems|Software engineering|Information science|Engineering students|Computer errors";"software engineering|computer science education";"software complexity|software design ambiguity|software engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553613";"ICSE"
"The groupthink specification exercise";"M.D. Ernst|J. Chapin";"MIT Comput. Sci. & Artificial Intelligence Lab, Cambridge, MA, USA|MIT Comput. Sci. & Artificial Intelligence Lab, Cambridge, MA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"0";"67";"Computer science|Teamwork|Computer science education|Artificial intelligence|Writing|Information science|Systems engineering education|Software engineering|Engineering management|Documentation";"formal specification|computer science education";"software system|groupthink specification|teamwork";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553614";"ICSE"
"Will earlier projects plus a disciplined process enforce SE principles throughout the CS curriculum?";"L.B. Sherrell|S.G. Shiva";"Memphis Univ., TN, USA|Memphis Univ., TN, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"0";"35";"Software engineering|Computer science|Computer science education|Application software|Educational institutions|Programming profession|Educational programs|Systems engineering education|Software development management|Engineering management";"educational courses|computer science education|software engineering";"Tri-P-LETS|software engineering principles|computer science curriculum";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553615";"ICSE"
